,Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp,warm.cool
3784,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,8.311184311,0.27527066,-10,25,15,Cool
3785,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,15.0335878,0.835745579,-10,25,15,Cool
3787,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,3.178800776,0.064659908,-5,25,20,Cool
3788,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,10.55677497,0.426591064,-5,25,20,Cool
3790,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,0,0,0,25,25,Reference
3791,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,0,0,0,25,25,Reference
3793,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,-0.656231381,0.030109427,5,25,30,Warm
3794,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,-6.676985537,0.187793342,5,25,30,Warm
3796,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,-1.146784205,0.033268264,7.5,25,32.5,Warm
3797,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,-14.2408479,0.752863389,7.5,25,32.5,Warm
3799,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_2,HUM254A,Longevity,longevity (days),Both,25,-3.143628605,0.063865717,9,25,34,Warm
3800,Good,HUM254,2160,42,25A,Sanchez-Ramos & Castanera,2005,Effect of temperature on reproductive parameters and longevity of Tyrophagus putrescentiae (Acari : Acaridae,10.1007/s10493-005-0506-5,Tyrophagus putrescentiae,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (> 4 days),HUM254_3,HUM254A,Longevity,longevity (days),Both,25,-16.42320019,0.991862515,9,25,34,Warm
3769,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,0.844355287,0.034034906,-15,25,10,Cool
3771,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,0.310249708,0.031625996,-10,25,15,Cool
3773,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,0.249673114,0.030143314,-5,25,20,Cool
3775,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,0,0,0,25,25,Reference
3777,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,-1.475347416,0.040725043,4,25,29,Warm
3779,Good,HUM256,2163,42,25A,Sanchez-Ramos et al. (b),2007,"Reproduction, longevity and life table parameters of Tyrophagus neiswanderi (Acari : Acaridae) at constant temperatures",10.1007/s10493-007-9118-6,Tyrophagus neiswanderi,Acaridae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM256_2,HUM256A,Longevity,longevity (days),Female,25,-2.347594835,0.066259061,6,25,31,Warm
2,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,2.140128069,0.051116368,-18,25,7,Cool
4,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,1.755495618,0.041781609,-15,25,10,Cool
6,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,1.194393564,0.034089902,-10,25,15,Cool
8,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,0.305146761,0.0298022,-5,25,20,Cool
10,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,0,0,0,25,25,Reference
12,Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,-1.269917715,0.036985871,4,25,29,Warm
210,Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,0.435831288,0.009051586,-10,25,15,Cool
212,Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,0.233534434,0.008098855,-5,25,20,Cool
214,Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,0,0,0,25,25,Reference
216,Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,-0.787773195,0.006371723,5,25,30,Warm
218,Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,-1.376314419,0.007029647,10,25,35,Warm
3175,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,-1.209189798,0.236553499,-10,25,15,Cool
3177,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,0.07729059,0.166786143,-7.5,25,17.5,Cool
3179,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,0,0.2,-5,25,20,Cool
3181,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,0,0,0,25,25,Reference
3183,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,0,0.2,5,25,30,Warm
3185,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,0,0.166666667,7.5,25,32.5,Warm
3188,Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both,25,-1.608589234,0.386251978,15,25,40,Warm
3004,Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,2.262345006,0.054659187,-8,25,17,Cool
3006,Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,1.758405292,0.046216622,-5,25,20,Cool
3008,Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,0,0,0,25,25,Reference
3010,Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,-1.459209923,0.04220539,5,25,30,Warm
3012,Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,-2.616331272,0.061854956,8,25,33,Warm
2565,Good,HUM302,2186,42,19B,Uygun et al.,1993,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_1,HUM302A,Longevity,Longevity (DAYS),Parthenogenetic,25,2.241498564,0.042299065,-10,25,15,Cool
2567,Good,HUM302,2186,42,19B,Uygun et al.,1993,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_1,HUM302A,Longevity,Longevity (DAYS),Parthenogenetic,25,2.057444791,0.044155313,-5,25,20,Cool
2569,Good,HUM302,2186,42,19B,Uygun et al.,1993,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_1,HUM302A,Longevity,Longevity (DAYS),Parthenogenetic,25,0,0,0,25,25,Reference
2571,Good,HUM302,2186,42,19B,Uygun et al.,1993,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_1,HUM302A,Longevity,Longevity (DAYS),Parthenogenetic,25,-0.940922636,0.049839526,5,25,30,Warm
200,Good,HUM316,2193,42,20A,Xia et al.,2009,Effect of temperature on the life cycle of Aleuroglyphus ovatus (Acari: Acaridae) at four constant temperatures,10.1016/j.jspr.2009.02.001,Aleuroglyphus ovatus,Acaridae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),HUM316_3,HUM316_A,Longevity,total adult longevity,Female,24,1.168578881,0.094171064,-4,24,20,Cool
