species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Australostichopus_mollis,Stichopodidae,Echinodermata,Echinodermata,Australostichopus_mollis,australostichopus_mollis,australostichopus_mollis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Austrolebias_nigrofasciatus,Rivulidae,Actinopterygii,Chordata,Austrolebias_nigrofasciatus,austrolebias_nigrofasciatus,austrolebias_nigrofasciatus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Austropotamobius_pallipes,Astacidae,Crustacea,Arthropoda,Austropotamobius_pallipes,austropotamobius_pallipes,austropotamobius_pallipes,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Axinoscymnus_apioides,Coccinellidae,Insecta,Arthropoda,Axinoscymnus_apioides,axinoscymnus_apioides,axinoscymnus_rai,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Axinoscymnus_cardilobus,Coccinellidae,Insecta,Arthropoda,Axinoscymnus_cardilobus,axinoscymnus_cardilobus,axinoscymnus_cardilobus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Azumapecten_farreri,Pectinidae,Mollusca,Mollusca,Azumapecten_farreri,azumapecten_farreri,azumapecten_farreri,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Bactrocera_dorsalis,Tephritidae,Insecta,Arthropoda,Bactrocera_dorsalis,bactrocera_dorsalis,bactrocera_dorsalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bactrocera_tryoni,Tephritidae,Insecta,Arthropoda,Bactrocera_tryoni,bactrocera_tryoni,bactrocera_tryoni,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bactrocera_zonata,Tephritidae,Insecta,Arthropoda,Bactrocera_zonata,bactrocera_zonata,bactrocera_zonata,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Balanophyllia_europaea,Dendrophylliidae,Cnideria,Cnideria,Balanophyllia_europaea,balanophyllia_europaea,balanophyllia_europaea,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Bassiana_duperreyi,Scincidae,Reptilia,Chordata,Bassiana_duperreyi,bassiana_duperreyi,bassiana_duperreyi,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Bathyplectes_curculionis, Ichneumonidae,Insecta,Arthropoda,Bathyplectes_curculionis,bathyplectes_curculionis,bathyplectes_curculionis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Bemisia_tabaci,Aleyrodidae,Insecta,Arthropoda,Bemisia_tabaci,bemisia_tabaci,bemisia_tabaci,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bicyclus_anynana,Nymphalidae,Insecta,Arthropoda,Bicyclus_anynana,bicyclus_anynana,bicyclus_anynana,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Biomphalaria_pfeifferi,Planorbidae,Mollusca,Mollusca,Biomphalaria_pfeifferi,biomphalaria_pfeifferi,biomphalaria_pfeifferi,Ectotherm,Mobile,Hermaphrodite,Internal,Vector,Aquatic,Freshwater
Biomphalaria_sudanica,Planorbidae,Mollusca,Mollusca,Biomphalaria_sudanica,biomphalaria_sudanica,biomphalaria_sudanica,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Blastopsylla_occidentalis,Psyllidae,Insecta,Arthropoda,Blastopsylla_occidentalis,blastopsylla_occidentalis,blastopsylla_occidentalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Blatta_orientalis,Blattidae,Insecta,Arthropoda,Blatta_orientalis,blatta_orientalis,blatta_orientalis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Boa_constrictor,Boidae,Reptilia,Chordata,Boa_constrictor,boa_constrictor,boa_constrictor,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Boeckella_hamata,Centropagidae,Crustacea,Arthropoda,Boeckella_hamata,boeckella_hamata,boeckella_hamata,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Boiga_irregularis,Colubridae,Reptilia,Chordata,Boiga_irregularis,boiga_irregularis,boiga_irregularis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Bombus_jonellus,Apidae,Insecta,Arthropoda,Bombus_jonellus,bombus_jonellus,bombus_jonellus,Ectotherm,Mobile,Sexual,Internal,Pollinator,Terrestrial,Terrestrial
Bombus_magnus,Apidae,Insecta,Arthropoda,Bombus_magnus,bombus_magnus,bombus_magnus,Ectotherm,Mobile,Sexual,Internal,Pollinator,Terrestrial,Terrestrial
Bombus_terrestris,Apidae,Insecta,Arthropoda,Bombus_terrestris,bombus_terrestris,Bombus_terrestris,Ectotherm,Mobile,Sexual,Internal,Pollinator,Terrestrial,Terrestrial
Bombyx_mori,Bombycidae,Insecta,Arthropoda,Bombyx_mori,bombyx_mori,bombyx_mori,Ectotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Boreioglycaspis_melaleucae,Psyllidae,Insecta,Arthropoda,Boreioglycaspis_melaleucae,boreioglycaspis_melaleucae,boreioglycaspis_melaleucae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Bos_taurus,Bovidae,Mammalia,Chordata,Bos_taurus,bos_taurus,Bos_mutus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Bosmina_longirostris,Bosminidae,Crustacea,Arthropoda,Bosmina_longirostris,bosmina_longirostris,bosmina_longirostris,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Botaurus_stellaris,Ardeidae,Aves,Chordata,Botaurus_stellaris,botaurus_stellaris,botaurus_stellaris,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Botryllus_schlosseri,Styelidae,Tunicata,Chordata,Botryllus_schlosseri,botryllus_schlosseri,botryllus_schlosseri,Ectotherm,Sessile,Hermaphrodite,External,No,Aquatic,Marine
Brachionus_angularis,Brachionidae,Rotifera,Rotifera,Brachionus_angularis,brachionus_angularis,brachionus_angularis,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_calyciflorus,Brachionidae,Rotifera,Rotifera,Brachionus_calyciflorus,brachionus_calyciflorus,brachionus_calyciflorus,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_caudatus,Brachionidae,Rotifera,Rotifera,Brachionus_caudatus,brachionus_caudatus,brachionus_caudatus,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_havanaensis,Brachionidae,Rotifera,Rotifera,Brachionus_havanaensis,brachionus_havanaensis,brachionus_havanaensis,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_koreanus,Brachionidae,Rotifera,Rotifera,Brachionus_koreanus,brachionus_koreanus,brachionus_koreanus,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_manjavacas,Brachionidae,Rotifera,Rotifera,Brachionus_manjavacas,brachionus_manjavacas,brachionus_manjavacas,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachionus_plicatilis,Brachionidae,Rotifera,Rotifera,Brachionus_plicatilis,brachionus_plicatilis,brachionus_plicatilis,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Brachyhypopomus_draco,Hypopomidae,Actinopterygii,Chordata,Brachyhypopomus_draco,brachyhypopomus_draco,Brachyhypopomus_diazi,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Brachynema_germarii,Pentatomidae,Insecta,Arthropoda,Brachynema_germarii,brachynema_germarii,brachynema_germarii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Brachyteles_hypoxanthus,Atelidae,Mammalia,Chordata,Brachyteles_hypoxanthus,brachyteles_hypoxanthus,brachyteles_hypoxanthus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Bracon_hylobii,Braconidae,Insecta,Arthropoda,Bracon_hylobii,bracon_hylobii,bracon_hylobii,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Bradysia_difformis,Sciaridae,Insecta,Arthropoda,Bradysia_difformis,bradysia_difformis,Bradysia_abrupta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bradysia_odoriphaga,Sciaridae,Insecta,Arthropoda,Bradysia_odoriphaga,bradysia_odoriphaga,bradysia_odoriphaga,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Branchinecta_lindahli,Branchinectidae,Crustacea,Arthropoda,Branchinecta_lindahli,branchinecta_lindahli,branchinecta_lindahli,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Branchinella_kugenumaensis,Thamnocephalidae,Crustacea,Arthropoda,Branchinella_kugenumaensis,branchinella_kugenumaensis,branchinella_kugenumaensis,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Salt
Branchiura_sowerbyi,Naididae,Annelida,Annelida,Branchiura_sowerbyi,branchiura_sowerbyi,branchiura_sowerbyi,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Brevicoryne_brassicae,Aphididae,Insecta,Arthropoda,Brevicoryne_brassicae,brevicoryne_brassicae,brevicoryne_brassicae,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Bryobia_praetiosa,Tetranychidae,Arachnida,Arthropoda,Bryobia_praetiosa,bryobia_praetiosa,bryobia_praetiosa,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bryobia_rubrioculus,Tetranychidae,Arachnida,Arthropoda,Bryobia_rubrioculus,bryobia_rubrioculus,bryobia_rubrioculus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Bubalus_bubalis,Bovidae,Mammalia,Chordata,Bubalus_bubalis,bubalus_bubalis,bubalus_bubalis,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Bulinus_globosus,Planorbidae,Mollusca,Mollusca,Bulinus_globosus,bulinus_globosus,bulinus_globosus,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Bulinus_tropicus,Planorbidae,Mollusca,Mollusca,Bulinus_tropicus,bulinus_tropicus,bulinus_tropicus,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Bulinus_truncatus,Planorbidae,Mollusca,Mollusca,Bulinus_truncatus,bulinus_truncatus,bulinus_truncatus,Ectotherm,Mobile,Hermaphrodite,Internal,No,Aquatic,Freshwater
Busseola_fusca,Noctuidae,Insecta,Arthropoda,Busseola_fusca,busseola_fusca,busseola_fusca,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Buteo_lineatus,Accipitridae,Aves,Chordata,Buteo_lineatus,buteo_lineatus,buteo_lineatus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Cacopsylla_pyricola,Psyllidae,Insecta,Arthropoda,Cacopsylla_pyricola,cacopsylla_pyricola,cacopsylla_pyricola,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Cactoblastis_cactorum,Pyralidae,Insecta,Arthropoda,Cactoblastis_cactorum,cactoblastis_cactorum,cactoblastis_cactorum,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Cadra_cautella,Pyralidae,Insecta,Arthropoda,Cadra_cautella,cadra_cautella,cadra_cautella,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Caenis_simulans,Caenidae,Insecta,Arthropoda,Caenis_simulans,caenis_simulans,Caenis_aethiopica,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Caenorhabditis_briggsae,Rhabditidae,Nematoda,Nematoda,Caenorhabditis_briggsae,caenorhabditis_briggsae,caenorhabditis_briggsae,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Caenorhabditis_elegans,Rhabditidae,Nematoda,Nematoda,Caenorhabditis_elegans,caenorhabditis_elegans,caenorhabditis_elegans,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Caenorhabditis_inopinata,Rhabditidae,Nematoda,Nematoda,Caenorhabditis_inopinata,caenorhabditis_inopinata,caenorhabditis_inopinata,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Caenorhabditis_tropicalis,Rhabditidae,Nematoda,Nematoda,Caenorhabditis_tropicalis,caenorhabditis_tropicalis,caenorhabditis_tropicalis,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Calamospiza_melanocorys,Passerellidae,Aves,Chordata,Calamospiza_melanocorys,calamospiza_melanocorys,calamospiza_melanocorys,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Calanus_chilensis,Calanidae,Crustacea,Arthropoda,Calanus_chilensis,calanus_chilensis,calanus_chilensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calanus_finmarchicus,Calanidae,Crustacea,Arthropoda,Calanus_finmarchicus,calanus_finmarchicus,calanus_finmarchicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calanus_helgolandicus,Calanidae,Crustacea,Arthropoda,Calanus_helgolandicus,calanus_helgolandicus,calanus_helgolandicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calanus_marshallae,Calanidae,Crustacea,Arthropoda,Calanus_marshallae,calanus_marshallae,calanus_marshallae,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calanus_pacificus,Calanidae,Crustacea,Arthropoda,Calanus_pacificus,calanus_pacificus,Calanus_pacificus_oceanicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calanus_sinicus,Calanidae,Crustacea,Arthropoda,Calanus_sinicus,calanus_sinicus,calanus_sinicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calcarius_mccownii,Calcariidae,Aves,Chordata,Calcarius_mccownii,calcarius_mccownii,calcarius_mccownii,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Calcarius_ornatus,Calcariidae,Aves,Chordata,Calcarius_ornatus,calcarius_ornatus,calcarius_ornatus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Callichirus_seilacheri,Callianassidae,Crustacea,Arthropoda,Callichirus_seilacheri,callichirus_seilacheri,callichirus_seilacheri,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Calliptamus_italicus,Acrididae,Insecta,Arthropoda,Calliptamus_italicus,calliptamus_italicus,Calliptamus_abbreviatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Callosobruchus_chinensis,Chrysomelidae,Insecta,Arthropoda,Callosobruchus_chinensis,callosobruchus_chinensis,callosobruchus_chinensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Callosobruchus_maculatus,Chrysomelidae,Insecta,Arthropoda,Callosobruchus_maculatus,callosobruchus_maculatus,callosobruchus_maculatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Callosobruchus_subinnotatus,Chrysomelidae,Insecta,Arthropoda,Callosobruchus_subinnotatus,callosobruchus_subinnotatus,callosobruchus_subinnotatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Calopteryx_splendens,Calopterygidae,Insecta,Arthropoda,Calopteryx_splendens,calopteryx_splendens,calopteryx_splendens,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Calopteryx_virgo,Calopterygidae,Insecta,Arthropoda,Calopteryx_virgo,calopteryx_virgo,calopteryx_virgo,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Camnula_pellucida,Acrididae,Insecta,Arthropoda,Camnula_pellucida,camnula_pellucida,camnula_pellucida,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Campoletis_chlorideae,Ichneumonidae,Insecta,Arthropoda,Campoletis_chlorideae,campoletis_chlorideae,campoletis_chlorideae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Canis_lupus,Canidae,Mammalia,Chordata,Canis_lupus,canis_lupus,canis_lupus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Cantareus_apertus,Helicidae,Mollusca,Mollusca,Cantareus_apertus,cantareus_apertus,Cantareus_subapertus,Ectotherm,Mobile,Hermaphrodite,Internal,No,Terrestrial,Terrestrial
Capeorchestia_capensis,Talitridae,Crustacea,Arthropoda,Capeorchestia_capensis,capeorchestia_capensis,capeorchestia_capensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Capra_hircus,Bovidae,Mammalia,Chordata,Capra_hircus,capra_hircus,Capra_hircus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Carassius_auratus,Cyprinidae,Actinopterygii,Chordata,Carassius_auratus,carassius_auratus,carassius_auratus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Carassius_gibelio,Cyprinidae,Actinopterygii,Chordata,Carassius_gibelio,carassius_gibelio,carassius_gibelio,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Cardiochiles_nigriceps,Braconidae,Insecta,Arthropoda,Cardiochiles_nigriceps,cardiochiles_nigriceps,Cardiochiles_aethiops,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Caretta_caretta,Cheloniidae,Reptilia,Chordata,Caretta_caretta,caretta_caretta,caretta_caretta,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Carteriospongia_foliascens,Thorectidae,Porifera,Porifera,Carteriospongia_foliascens,carteriospongia_foliascens,carteriospongia_foliascens,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Caryedon_serratus,Chrysomelidae,Insecta,Arthropoda,Caryedon_serratus,caryedon_serratu,Caryedon_serratus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Catolaccus_grandis,Pteromalidae,Insecta,Arthropoda,Catolaccus_grandis,catolaccus_grandis,catolaccus_grandis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Cavia_porcellus,Caviidae,Mammalia,Chordata,Cavia_porcellus,cavia_porcellus,cavia_porcellus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Cebus_capucinus,Cebidae,Mammalia,Chordata,Cebus_capucinus,cebus_capucinus,cebus_capucinus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Cenopalpus_irani,Tenuipalpidae,Arachnida,Arthropoda,Cenopalpus_irani,cenopalpus_irani,cenopalpus_irani,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Centropages_abdominalis,Centropagidae,Crustacea,Arthropoda,Centropages_abdominalis,centropages_abdominalis,centropages_abdominalis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Centropages_typicus,Centropagidae,Crustacea,Arthropoda,Centropages_typicus,centropages_typicus,centropages_typicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Centropomus_undecimalis,Centropomidae,Actinopterygii,Chordata,Centropomus_undecimalis,centropomus_undecimalis,centropomus_undecimalis,Ectotherm,Mobile,Hermaphrodite,External,No,Aquatic,Marine
Centrostephanus_rodgersii,Diadematidae,Echinodermata,Echinodermata,Centrostephanus_rodgersii,centrostephanus_rodgersii,centrostephanus_rodgersii,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Cephalenchus_emarginatus,Tylenchidae,Nematoda,Nematoda,Cephalenchus_emarginatus,cephalenchus_emarginatus,cephalenchus_emarginatus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Cephalodella_acidophila,Notommatidae,Rotifera,Rotifera,Cephalodella_acidophila,cephalodella_acidophila,Cephalodella_ungulata,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Ceratitis_capitata,Tephritidae,Insecta,Arthropoda,Ceratitis_capitata,ceratitis_capitata,ceratitis_capitata,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ceratitis_quilicii,Tephritidae,Insecta,Arthropoda,Ceratitis_quilicii,ceratitis_quilicii,ceratitis_quilicii,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ceratitis_rosa,Tephritidae,Insecta,Arthropoda,Ceratitis_rosa,ceratitis_rosa,ceratitis_rosa,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Ceratothripoides_claratris,Thripidae,Insecta,Arthropoda,Ceratothripoides_claratris,ceratothripoides_claratris,ceratothripoides_claratris,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Cercopithecus_mitis,Cercopithecidae,Mammalia,Chordata,Cercopithecus_mitis,cercopithecus_mitis,cercopithecus_mitis,Ectotherm,Mobile,Parthenogenetic,NA,No,Terrestrial,Terrestrial
Ceriodaphnia_cornuta,Daphniidae,Crustacea,Arthropoda,Ceriodaphnia_cornuta,ceriodaphnia_cornuta,ceriodaphnia_cornuta,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Ceriodaphnia_dubia,Daphniidae,Crustacea,Arthropoda,Ceriodaphnia_dubia,ceriodaphnia_dubia,ceriodaphnia_dubia,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Ceriodaphnia_quadrangula,Daphniidae,Crustacea,Arthropoda,Ceriodaphnia_quadrangula,ceriodaphnia_quadrangula,ceriodaphnia_quadrangula,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Ceriodaphnia_rigaudi,Daphniidae,Crustacea,Arthropoda,Ceriodaphnia_rigaudi,ceriodaphnia_rigaudi,Ceriodaphnia_acanthina,Ectotherm,Mobile,Parthenogenetic,NA,No,Aquatic,Freshwater
Cervus_elaphus,Cervidae,Mammalia,Chordata,Cervus_elaphus,cervus_elaphus,cervus_elaphus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Cheilomenes_sexmaculata,Coccinellidae,Insecta,Arthropoda,Cheilomenes_sexmaculata,cheilomenes_sexmaculata,cheilomenes_sexmaculata,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Chelonus_curvimaculatus,Braconidae,Insecta,Arthropoda,Chelonus_curvimaculatus,chelonus_curvimaculatus,chelonus_curvimaculatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Chelonus_oculator,Braconidae,Insecta,Arthropoda,Chelonus_oculator,chelonus_oculator,chelonus_oculator,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Chelonus_rufus,Braconidae,Insecta,Arthropoda,Chelonus_rufus,chelonus_rufus,chelonus_rufus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Chelydra_serpentina,Emydidae,Reptilia,Chordata,Chelydra_serpentina,chelydra_serpentina,chelydra_serpentina,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Cherax_quadricarinatus,Parastacidae,Crustacea,Arthropoda,Cherax_quadricarinatus,cherax_quadricarinatus,cherax_quadricarinatus,Ectotherm,Mobile,Sexual,Internal,Farmed,Aquatic,Freshwater
Cheyletus_malaccensis,Cheyletidae,Arachnida,Arthropoda,Cheyletus_malaccensis,cheyletus_malaccensis,cheyletus_malaccensis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Chilo_partellus,Crambidae,Insecta,Arthropoda,Chilo_partellus,chilo_partellus,chilo_partellus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Chilo_sacchariphagus,Crambidae,Insecta,Arthropoda,Chilo_sacchariphagus,chilo_sacchariphagus,chilo_sacchariphagus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Chilo_suppressalis,Crambidae,Insecta,Arthropoda,Chilo_suppressalis,chilo_suppressalis,chilo_suppressalis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Chilocorus_nigritus,Coccinellidae,Insecta,Arthropoda,Chilocorus_nigritus,chilocorus_nigritus,chilocorus_nigritus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Chirocephalus_ruffoi,Chirocephalidae,Crustacea,Arthropoda,Chirocephalus_ruffoi,chirocephalus_ruffoi,chirocephalus_ruffoi,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Chiromantis_xerampelina,Rhacophoridae,Amphibia,Chordata,Chiromantis_xerampelina,chiromantis_xerampelina,chiromantis_xerampelina,Ectotherm,Mobile,Sexual,External,No,Both,Freshwater
Chlamydotis_macqueenii,Otididae,Aves,Chordata,Chlamydotis_macqueenii,chlamydotis_macqueenii,chlamydotis_macqueenii,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
