--,Decision,Exclusion reason,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Temperature,Humidity,pH,Salinity,Radiation,Number of stressors,Interaction effects?,Other stressors,Gamete traits,Gonad traits,Reproductive output,Mating behaviour,Survival,Comments,Number of projects,#SURVIVAL,#AQUATIC,#WILD,#SPERM,#COLD,#INTERACTION,...52
Liam,Include,NA,HUM71,2052,39,NA,"da Silva, 2002",2002,Biology and thermal requirement of Tetranychus ludeni Zacher on cotton leaves,10.1590/S0100-204X2002000500001,Tetranychus ludeni,Tetranychidae,Arachnida,Arthropoda,Both,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Yes,No,No,No,No,1,NA,No,More than 5 days,Mix,No,Constant,No,NA,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Ben Cole,Include,NA,HUM77,2058,40,18A,del Pino et al.,2020,"Age-Stage, Two-Sex Life Table of Chrysodeixis chalcites (Lepidoptera: Noctuidae) at Constant Temperatures on Semi-Synthetic Diet",10.1093/ee/nvaa050,Chrysodeixis chalcites,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amber Chatten,Exclude,No temp/fecundity data,HUM88,2063,40,19B,Durak & Borowiak-Sobkowiak,2013,Influence of temperature on the biological parameters of the anholocyclic species Cinara tujafilina (Hemiptera: Aphidoidea),10.2478/s11535-013-0161-x,Cinara tujafilina,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amber Chatten,Exclude,No temp/fecundity data,HUM97,2067,40,19B,Fernandes et al.,2021,Fertility life table and biology of Tetrastichus giffardianus (Hymenoptera: Eulophidae) in the larvae of Ceratitis capitata (Diptera: Tephritidae),10.1017/S0007485320000498,Tetrastichus giffardianus,Eulophidae,Insecta,Arthropoda,Females only,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,Brazil,South America,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Amber Chatten,Include,NA,OSM125,2227,43,19C,Hall & Burns,2001,Effects of salinity and temperature on survival and reproduction of Boeckella hamata (Copepoda : Calanoida) from a periodically brackish lake,10.1093/plankt/23.1.97,Boeckella hamata,Centropagidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,USA,North America,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,Yes,No,2,No,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Amber Chatten,Exclude,Survival Curves,OSM126,2228,43,19C,Hall & Burns,2002,Effects of temperature and salinity on the survival and egg production of Gladioferens pectinatus Brady (Copepodas : Calanoida),10.1006/ecss.2001.0923,Gladioferens pectinatus,Centropagidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,USA,North America,NA,More than 5 days,Adult,No,Constant,Yes (mix),Yes,No,No,Yes,No,2,No,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Alessio,Include,NA,OSM149,2231,43,2,Ismail et al.,2011,"Regulation of life history in the brackish cladoceran, Daphniopsis australis (Sergeev and Williams, 1985) by temperature and salinity",10.1093/plankt/fbq145,Daphniopsis australis,Daphniidae,Crustacea,Arthropoda,Parthenogenetic,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,Yes,No,2,Yes,No,NA,NA,Fecundity,NA,Yes,NA,3,Yes,Yes,No,No,No,Yes,NA
Amanda Bretman,Include,NA,OSM151,2232,43,23,Jarrold et al.,2019,Life-history trade-offs and limitations associated with phenotypic adaptation under future ocean warming and elevated salinity,10.1098/rstb.2018.0428,Ophryotrocha labronica,Dorvilleidae,Polychaeta,Annelida,Both sexes,External,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),Yes,No,No,Yes,No,2,Yes,No,NA,NA,Fecundity,NA,Yes,"Experimental evolution, egg volume available but sample sizes unclear",3,Yes,Yes,No,No,No,Yes,NA
Jasper Rees,Exclude,Multiple stressors (individuals were starved before treatments),OSM155,2234,43,17,Kaviyarasan et al.,2020,"Population growth, nauplii production and post-embryonic development of Pseudodiaptomus annandalei (Sewell, 1919) in response to temperature, light intensity, pH, salinity and diets",NA,Pseudodiaptomus annandalei,Pseudodiaptomidae,Crustacea,Arthropoda,Females only,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,Yes,Yes,No,3,No,starvation,NA,NA,Fecundity,NA,Yes,"Contains information on the effect of starvation, temperature, light intensity, salinity, pH and food type on survival and fertility",2,Yes,Yes,No,No,No,Yes,NA
Fay Frost,Exclude,No SD,OSM2,2204,42,C,Akesson & Costlow,1991,"EFFECTS OF CONSTANT AND CYCLIC TEMPERATURES AT DIFFERENT SALINITY LEVELS ON SURVIVAL AND REPRODUCTION IN DINOPHILUS-GYROCILIATUS (POLYCHAETA, DINOPHILIDAE)",NA,Dinophilus gyrociliatus,Dinophilidae,Polychaeta,Annelida,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Both,No,Yes,No,No,Yes,No,2,Yes,No,NA,NA,Fecundity,NA,Yes,NA,2,Yes,No,No,No,No,Yes,NA
Marco Graziano,Include,NA,OSM205,2241,43,20C,Medina et al.,2007,"Effects of temperature and salinity on prereproductive life span and reproductive traits of two species of Artemia (Branchiopoda, Anostraca) from Argentina: Artemia franciscana and A-persimilis",10.1007/s10750-006-0361-3,"Artemia persimilis, Artemia fransiscana",Artemiidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Argentina,South America,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,Yes,No,2,Yes,No,NA,NA,Fecundity,NA,Yes,!!!!   Please note that in the effect size tab you will find 2 rows per analysed parameter. This is because the study considered and furnished useful data for two different Artemia species. COLOR CODED too according to the species.,3,Yes,Yes,No,No,No,Yes,NA
Marco Graziano,Include,NA,OSM255,2249,43,20C,Perez-Miguel et al.,2020,"Temperature effect on the African pea crab Afropinnotheres monodi: Embryonic and larval developments, fecundity and adult survival",10.1016/j.jembe.2020.151380,Afropinnotheres monodi,Pinnotheridae,Crustacea,Arthropoda,Females only,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,!!!!   Please note that in the effect size tab you will find 4 rows for the same parameter. This is because the study considered and furnished useful data for two different seasons and for different broods!!!!!!! COLOR CODED too according to the species.,3,Yes,Yes,No,No,Yes,No,NA
Marco Graziano,Exclude,No useable data,OSM264,2251,43,20C,Qiu & Qian,1998,"Combined effects of salinity and temperature on juvenile survival, growth and maturation in the polychaete Hydroides elegans",10.3354/meps168127,Hydroides elegans,Serpulidae,Polychaeta,Annelida,Both sexes,External,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,Yes,No,2,Yes,No,NA,NA,Fecundity,NA,Yes,"This paaper also contained data about fecundity, but no errors were reported and sample size as well was ambiguous.",3,Yes,Yes,No,No,No,Yes,NA
Marco Graziano,Exclude,No extractable data,OSM267,2252,43,20C,Rebolledo et al.,2018,"Combined effects of temperature and salinity on the demographic response of Proales similis (Beauchamp, 1907) and Brachionus plicatilis (Muller, 1786) (Rotifera) to mercury",10.1016/j.chemosphere.2018.03.111,"Proales similis, Brachionus plicatilis",Mix,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,Yes,No,2,Yes,Mercury,NA,NA,Fecundity,NA,Yes,lifetable parameters present if needed.,3,Yes,Yes,No,No,No,Yes,NA
Amber Chatten,Include,Survival Curves and fertility curves + has net reproductive rate,OSM34,2211,43,19C,Beyrend-Dur et al.,2011,Demographic parameters of adults of Pseudodiaptomus annandalei (Copepoda: Calanoida): Temperature-salinity and generation effects,10.1016/j.jembe.2011.04.012,Pseudodiaptomus annandalei,Pseudodiaptomidae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,Yes,No,2,Yes,No,NA,NA,"Clutch size, fecundity",NA,Yes,NA,3,Yes,Yes,No,No,No,Yes,NA
Amber Chatten,Exclude,sample sizes not clear,OSM73,2221,43,19C,Devreker et al.,2009,"Effects of salinity, temperature and individual variability on the reproduction of Eurytemora affinis (Copepoda; Calanoida) from the Seine estuary: A laboratory study",10.1016/j.jembe.2008.10.015,Eurytemora affinis,Temoridae,Crustacea,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,Yes,No,2,No,No,NA,NA,Clutch size,NA,Yes,NA,2,Yes,Yes,No,No,No,No,NA
Fay Frost,Include,NA,PH197,2280,44,C,Weisse et al.,2013,Multiple environmental stressors confine the ecological niche of the rotifer Cephalodella acidophila,10.1111/fwb.12104,Cephalodella acidophila,Notommatidae,Monogononta,Rotifera,Parthenogenetic,NA,No,Lab,Lab-reared,Experimental,Aquatic,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (> 4 days),Yes,No,Yes,No,No,2,Yes,Food,NA,NA,Fecundity,NA,Yes,NA,3,Yes,Yes,No,No,No,Yes,NA
Marco Graziano,Include,NA,TEMP10,104,1,20A,"Abukhashim, N. K.; Luff, M. L.",1997,Effects of short exposure periods to low temperatures on the biology of Tetranychus urticae,NA,Tetranychus urticae,Tetranychidae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Mix,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Female fecundity, male fertility",NA,Yes,"not possible to extract longevity data, also there is standard error for fecunfity at -5 °C that equals 0, strange",2,Yes,No,No,No,Yes,No,NA
Melissah Rowe,Include,NA,TEMP1001,880,16,8A,"Kim, T.et al.",2013,Age- and temperature-dependent oviposition model of Neoseiulus californicus (McGregor) (Acari: Phytoseiidae) with Tetranychus urticae as prey,10.1111/j.1439-0418.2012.01734.x,Neoseiulus californicus,Phytoseiidae,Arachnida,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,oviposition period,Yes,NA,1,Yes,No,No,No,No,No,NA
Pedro,Include,NA,TEMP1003,882,16,11,"King, H. R.; Pankhurst, N. W.",2004,Effect of short-term temperature reduction on ovulation and LHRHa responsiveness in female Atlantic salmon (Salmo salar) maintained at elevated water temperatures,10.1016/j.aquaculture.2004.05.011,Salmo salar,Salmonidae,Actinopterygii,Chordata,Females only,External,No,Lab,Farmed,Experimental,Aquatic,Australia,Australasia,NA,More than 5 days,Adult,Yes,Constant,Yes (> 4 days),Yes,No,No,No,No,1,NA,hormonal treatments,NA,ovulation %,egg fertility,NA,Yes,acclimation,3,Yes,Yes,No,No,Yes,No,NA
Alessio,Include,NA,TEMP101,175,2,2A,"Ashamo, M. O.; Odeyemi, O. O.",2001,"Effect of rearing temperature on the fecundity and development of Euzopherodes vapidella Mann (Lepidoptera : Pyralidae), a pest of stored yam",10.1016/S0022-474X(00)00026-6,Euzopherodes vapidella,Pyralidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Claudia,Include,NA,TEMP1010,888,16,7B,"Kivan, M.; Kilic, N.",2006,"Age-specific fecundity and life table of Trissolcus semistriatus, an egg parasitoid of the sunn pest Eurygaster integriceps",10.1111/j.1479-8298.2006.00152.x,Trissolcus semistriatus,Scelionidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,Number of eggs,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Claudia,Exclude,No SD,TEMP1011,889,16,7B,"Kivan, M.; Kilic, N. m. m.",2005,"Effects of temperature on reproductive capacity and longevity of Thissolcus simoni, an egg parasitoid of Eurygaster integriceps",10.1007/s10340-004-0075-0,Trissolcus simoni,Scelionidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,Number of eggs,NA,Fecundity,NA,Yes,population growth rate provided,1,Yes,No,No,No,No,No,NA
Alessio,Include,NA,TEMP102,176,2,2A,"Ashamo, M. O.; Odeyemi, O. O.",2004,"Effect of temperature on the development of the yam moth, Dasyses rugosella Stainton (Lepidoptera : Tineidae)",10.1016/S0022-474X(02)00081-4,Dasyses rugosella,Tineidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Melissah Rowe,Include,NA,TEMP1020,896,16,8A,"Kobori, Y.; Hanboonsong, Y.",2017,"Effect of temperature on the development and reproduction of the sugarcane white leaf insect vector, Matsumuratettix hiroglyphicus (Matsumura) (Hemiptera: Cicadellidae)",10.1016/j.aspen.2017.01.011,Matsumuratettix hieroglyphicus,Cicadellidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Thailand,Asia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,NA,No,1,NA,No,NA,NA,Fecundity,NA,Yes,"assume values in parentheses are sample size, this is stated in a different table. Same assumptiono with SE as measure of variance",1,Yes,No,No,No,No,No,NA
Natalie Pilakouta,Include,NA,TEMP1021,897,16,24B,"Koevoets, T.et al.",2012,Temperature stress increases hybrid incompatibilities in the parasitic wasp genus Nasonia,10.1111/j.1420-9101.2011.02424.x,"Nasonia vitripennis, Nasonia longicornis",Pteromalidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Offspring number,"mounting, behavioural sterility",Yes,NA,1,Yes,No,No,No,No,No,NA
Melissah Rowe,Exclude,sample size not clear,TEMP1027,902,17,8A,"Kontodimas, D. C.et al.",2007,Life table parameters of the pseudococcid predators Nephus includens and Nephus bisignatus (Coleoptera : Coccinelidae),10.14411/eje.2007.060,"Nephus includens, Nephus bisignatus",Coccinellidae,Insecta,Arthropoda,Both sexes,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,includes values of net reproductive rate,1,Yes,No,No,No,No,No,NA
Pedro,Include,NA,TEMP1036,910,17,11,"Krechemer, F. D.; Foerster, L. A.",2015,"Tuta absoluta (Lepidoptera: Gelechiidae): Thermal requirements and effect of temperature on development, survival, reproduction and longevity",10.14411/eje.2015.103,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Brasil,South America,NA,More than 5 days,Mix,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Egg number, fecundity, fertility",NA,Yes,NA,2,Yes,No,No,No,Yes,No,NA
Alessio,Include,NA,TEMP105,179,2,2A,"Ashok, K.et al.",2021,"Effect of elevated temperature on the population dynamics of fall armyworm, Spodoptera frugiperda",10.22438/jeb/42/4(SI)/MRN-1525a,Spodoptera frugiperda,Noctuidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Fay Frost,Include,NA,TEMP1052,925,17,C,"Kunast, T. B. S.et al.",2021,Effect of temperature on the development and reproduction of Blastopsylla occidentalis (Hemiptera: Aphalaridae) under laboratory conditions,10.5902/1980509843846,Blastopsylla occidentalis,Psyllidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Semi-natural,Wild,Experimental,Terrestrial,Brasil,South America,NA,More than 5 days,Mix,No,Constant,Yes (< 4 days),Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,2,Yes,No,Yes,No,No,No,NA
Fay Frost,Include,NA,TEMP1053,926,17,C,"Kuo, M. H.et al.",2006,Temperature-dependent development and population growth of Tetraneura nigriabdominalis (Homoptera : Pemphigidae) on three host plants,10.1093/jee/99.4.1209,Tetraneura nigriabdominalis,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Taiwan,Asia,NA,More than 5 days,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Egg number,NA,Yes,NA,2,Yes,No,No,No,No,No,NA
Natalie Pilakouta,Include,NA,TEMP1054,927,17,24B,"Kuo, M.et al.",2006,"Temperature effects on life history traits of the corn leaf aphid, Rhopalosiphum maidis (Homoptera : Aphididae) on corn in Taiwan",10.1303/aez.2006.171,Ropalosiphum maidis,Aphididae,Insecta,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Wild-caught,Experimental,Terrestrial,Taiwan,Asia,NA,More than 5 days,Mix,Yes,Constant,Yes (>4 days),Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Melissah Rowe,Exclude,Natural variation in temp,TEMP1058,931,17,8B,"Kuznicka, E.; Rant, W. m. f.",2013,"The Ewe's Reproductive Performance, Growth Rate and Carcass Quality of Lambs Kept in a Barn vs Those Kept under an Overhead Shelter",10.5713/ajas.2012.12451,Ovis aries,Bovidae,Mammalia,Chordata,Both sexes,Internal,No,Lab,Farmed,Natural,Terrestrial,NA,NA,NA,Natural variation,Mix,No,Fluctuating,NA,Yes,No,No,No,No,1,NA,No,NA,NA,Offspring number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Claire Smithson,Exclude,No sample size,TEMP1066,939,17,21,"Lacerda, L. F.et al.",2019,"Biology at Different Temperatures, Thermal Requirements, and Ecological Zoning of Opogona sacchari (Lepidoptera: Tineidae)",10.1093/jee/toz103,Opogona saccharina,Tineidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,Mix,Mix,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,"Egg number, egg laying capacity",NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Fay Frost,Exclude,only fertilty,TEMP1068,941,17,C,"Lacoume, S.et al.",2007,Sperm production and mating potential of males after a cold shock on pupae of the parasitoid wasp Dinarmus basalis (Hymenoptera : Pteromalidae,10.1016/j.jinsphys.2007.05.006,Dinarmus basalis,Pteromalidae,Insecta,Arthropoda,Males only,Internal,Control agent,Lab,Wild-caught,Experimental,Terrestrial,France,Europe,NA,Less than 24 hrs,Pupae,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,sperm number,Sperm storage,Sired offspring,Copulation time,Yes,NA,3,Yes,No,No,Yes,Yes,No,no adult survival given
Melissah Rowe,Exclude,sample sizes not clear,TEMP1069,942,17,8B,"LADJALI, K.et al.",1995,CYTOGENETIC STUDY OF EARLY CHICKEN EMBRYOS - EFFECT OF NAKED NECK GENE AND HIGH AMBIENT-TEMPERATURE,10.3382/ps.0740903,Gallus gallus,Phasianidae,Aves,Chordata,Females only,Internal,Mix,Lab,Farmed,Experimental,Terrestrial,NA,NA,NA,Less than 24 hrs,Embryo,No,Constant,No,Yes,No,No,No,No,1,NA,No,Fertilisation success,NA,Egg number,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Alessio,Include,NA,TEMP107,181,2,2A,"Atapour, M.; Osouli, S.",2021,"Effect of Different Temperatures and Hosts on Biology of the European Corn Borer, Ostrinia nubilalis(Hilbner), in Laboratory Conditions",NA,Ostrinia nubilalis,Crambidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,Yes,No,No,No,No,1,NA,No,NA,NA,Fecundity,NA,Yes,NA,1,Yes,No,No,No,No,No,NA
Fay Frost,Exclude,constant temp but data pooled between temps,TEMP1072,945,17,C,"Lahnsteiner, F. m. o.",2012,"Thermotolerance of brown trout, Salmo trutta, gametes and embryos to increased water temperatures",10.1111/j.1439-0426.2012.01934.x,Salmo trutta,Salmonidae,Actinopterygii,Chordata,Both sexes,External,No,Lab,Farmed,Experimental,Aquatic,Austria,Europe,NA,Mix,Gamete,Yes,Constant,No,Yes,No,No,No,No,1,NA,No,"Sperm number, sperm motility, egg diameter, egg weight",NA,Egg number,NA,Yes,NA,4,Yes,Yes,No,Yes,Yes,No,NA
