Status,Paper code,Paper number,Screening set,Extraction set,Paper,Publication year,Title,DOI,Species latin,Family,Class,Phylum,Sex exposed,Fertilisation mode,Agricultural importance,Lab or field,Animal origin,Stressor variation,Habitat,Country of origin,Continent of origin,Ocean/sea of origin,Exposure duration,Life-stage of animal,Lowest temp below 10°C?,Constant or fluctuating?,Acclimated?,Effect size code,Experiment code,Trait category,Trait,Sex,Rearing temperature,No of temp treatments,Min temp,Max temp,Data location,Test,Statistic,Effect size direction,Total N (replicates),Total animals ,Temp1,N1,ani_1,Prop1,Mean1,SD1,Temp2,N2,ani_2,Prop2,Mean2,SD2,Temp3,N3,ani_3,Prop3,Mean3,SD3,Temp4,N4,ani_4,Prop4,Mean4,SD4,Temp5,N5,ani_5,Prop5,Mean5,SD5,Temp6,N6,ani_6,Prop6,Mean6,SD6,Temp7,N7,ani_7,Prop7,Mean7,SD7,Temp8,N8,ani_8,Prop8,Mean8,SD8,Temp9,N9,ani_9,Prop9,Mean9,SD9,Comment,ref_temp,ref_mean,ref_sd,ref_ani,ref_N,rearing?
Good,HUM257,2161,42,19C,Sanchez-Ramos & Castanera,2007,Effect of temperature on reproductive parameters and the longevity of Acarus farris (Acarl : Acaridae,10.1016/j.jspr.2007.03.008,Acarus farris,Acaridae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (multiple generations),HUM257_3,HUM257B,Longevity,Longevity (DAYS),Female,25,6,7,29,Table 1,NA,NA,NA,368,368,7,51,51,NA,80.7,40.71,10,59,59,NA,90.8,57.61,15,64,64,NA,46.1,27.2,20,62,62,NA,25.4,13.39,25,75,75,NA,21.5,12.12,29,57,57,NA,9.4,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21.5,12.12,75,75,Y
Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_1,HUM264A,Longevity,Longevity (DAYS),Parthenogenetic,25,5,15,35,Table 4,NA,NA,NA,1450,1450,15,175,175,NA,9.6,9.52,20,204,204,NA,8.1,7.57,25,318,318,NA,6.8,3.74,30,361,361,NA,4.2,2.85,35,392,392,NA,2.9,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6.8,3.74,318,318,Y
Good,HUM264,2167,42,19B,"Sengonca, C. and Liu, B.",1999,"Laboratory studies on the effect of temperature and humidity on the life table of the whitefly, Aleurotuberculatus takahashi David & Subramaniam (Hom., Aleyrodidae) from southeastern China",NA,Aleurotuberculatus takahashi,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM264_2,HUM264A,Reproduction,Fecundity (eggs per female),Parthenogenetic,25,5,15,35,Table 4,NA,NA,NA,1450,1450,15,175,175,NA,29.4,22.49,20,204,204,NA,36.7,49.99,25,318,318,NA,52.4,123.04,30,361,361,NA,42.9,108.3,35,392,392,NA,6.1,15.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,52.4,123.04,318,318,Y
Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_1,HUM29A,Longevity,Female longevity,Female,NA,5,17,33,Table 1,NA,NA,NA,300,300,17,60,60,NA,48.5,13.56,20,60,60,NA,38.11,8.99,25,60,60,NA,25.17,5.11,30,60,60,NA,18.92,3.18,33,60,60,NA,14.33,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25.17,5.11,60,60,N
Good,HUM29,2024,39,24A,"Bahirai et al., 2019",2019,Effect of temperature on life table parameters of Rhyncaphytoptus ficifoliae Keifer (Trombidiformes; Diptilomiopidae),10.11158/saa.24.8.5,Rhyncaphytoptus ficifoliae,Diptilomiopidae,Arachnida,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,Yes (>4 days),HUM29_3,HUM29A,Reproduction,Eggs per female,Female,NA,5,17,33,Table 1,NA,NA,NA,300,300,17,60,60,NA,11.04,5.11,20,60,60,NA,15.43,8.21,25,60,60,NA,25.04,8.06,30,60,60,NA,24.71,5.96,33,60,60,NA,12.44,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,population growth rate also available,25,25.04,8.06,60,60,N
Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_1,HUM298_A,Reproduction,nuber of eggs per day,Female,25,9,10,40,Table 6,NA,NA,NA,9,110,10,15,15,NA,0.19,0.17,15,10,10,NA,0.55,0.09,17.5,15,15,NA,1.29,0.18,20,10,10,NA,2.31,0.3,25,10,10,NA,4.06,0.05,30,10,10,NA,6.65,1.48,32.5,15,15,NA,6.65,1.48,35,10,10,NA,0.42,0.59,40,15,15,NA,0.34,0.6,"taken replicates as number of cages, and 5 animals per cages. Very unclear though.",25,4.06,0.05,10,10,Y
Good,HUM298,2183,42,20A,Throne,1994,"LIFE-HISTORY OF IMMATURE MAIZE WEEVILS (COLEOPTERA, CURCULIONIDAE) ON CORN STORED AT CONSTANT TEMPERATURES AND RELATIVE HUMIDITIES IN THE LABORATORY",10.1093/ee/23.6.1459,Sitophilus zeamais,Curculionidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM298_3,HUM298_A,Longevity,Adult survival,Both sexes,25,9,15,40,Table 7,NA,NA,NA,7,75,15,10,10,NA,0.69,0.27,17.5,15,15,NA,1,0,20,10,10,NA,0.99,0.1,25,10,10,NA,0.99,0.2,30,10,10,NA,0.99,0.1,32.5,15,15,NA,0.99,0.1,40,5,5,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"taken replicates as number of cages, and 5 animals per cages. Very unclear though.",25,0.99,0.2,10,10,Y
Good,HUM302,2186,42,19B,Uygun et al.,1993,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_1,HUM302A,Longevity,Longevity (DAYS),Parthenogenetic,25,4,15,30,Table 4,NA,NA,NA,238,238,15,63,63,NA,19,8.73,20,52,52,NA,14,5.77,25,95,95,NA,6,2.24,30,28,28,NA,4,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,2.24,95,95,Y
Good,HUM302,2186,42,19B,Uygun et al.,1994,"LABORATORY STUDIES OF THE EFFECT OF TEMPERATURE AND HUMIDITY ON DEVELOPMENT AND FECUNDITY OF PARABEMISIA-MYRICAE (KUWANA) (HOMOPTERA, ALEYRODIDAE)",NA,Parabemisia myrica,Aleyrodidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM302_2,HUM302A,Reproduction,Fecundity (eggs per female),Parthenogenetic,25,4,15,30,Table 4,NA,NA,NA,238,238,15,63,63,NA,34.3,17.54,20,52,52,NA,42.7,15.22,25,95,95,NA,70.1,22.61,30,28,28,NA,66.1,33.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,70.1,22.61,95,95,Y
Good,HUM316,2193,42,20A,Xia et al.,2009,Effect of temperature on the life cycle of Aleuroglyphus ovatus (Acari: Acaridae) at four constant temperatures,10.1016/j.jspr.2009.02.001,Aleuroglyphus ovatus,Acaridae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),HUM316_1,HUM316_A,Reproduction,Eggs per female,Female,24,4,20,32,Table 2,NA,NA,NA,106,106,20,23,23,NA,36.3,21.82,24,27,27,NA,67,33.41,28,29,29,NA,70.83,54.7,32,27,27,NA,21.59,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,67,33.41,27,27,Y
Good,HUM316,2193,42,20A,Xia et al.,2009,Effect of temperature on the life cycle of Aleuroglyphus ovatus (Acari: Acaridae) at four constant temperatures,10.1016/j.jspr.2009.02.001,Aleuroglyphus ovatus,Acaridae,Arachnida,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),HUM316_3,HUM316_A,Longevity,total adult longevity,Female,24,4,20,32,Table 2,NA,NA,NA,106,106,20,23,23,NA,42.87,15.05,24,27,27,NA,26.89,11.95,28,29,29,NA,21.24,12.97,32,27,27,NA,16.07,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,26.89,11.95,27,27,Y
Good,HUM317,2194,42,25B,Xia et al.,2012,Effect of temperature on development and reproduction of Neoseiulus barkeri (Acari: Phytoseiidae) fed on Aleuroglyphus ovatus,10.1007/s10493-011-9481-1,Neoseiulus barkeri,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),HUM317_1,HUM317A,Reproduction,eggs per female,Female,24,5,16,32,Table 3,NA,NA,NA,139,139,16,30,30,NA,0,0,20,30,30,NA,10.67,3.56,24,28,28,NA,30.64,8.83,28,26,26,NA,30.85,7.95,32,25,25,NA,20.52,11.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,30.64,8.83,28,28,Y
Good,HUM317,2194,42,25B,Xia et al.,2012,Effect of temperature on development and reproduction of Neoseiulus barkeri (Acari: Phytoseiidae) fed on Aleuroglyphus ovatus,10.1007/s10493-011-9481-1,Neoseiulus barkeri,Phytoseiidae,Arachnida,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,Yes (multiple generations),HUM317_2,HUM317A,Longevity,longevity (days),Female,24,5,16,32,Table 3,NA,NA,NA,139,139,16,30,30,NA,48.1,22.7,20,30,30,NA,45.47,8.38,24,28,28,NA,34.57,8.09,28,26,26,NA,30.58,5.61,32,25,25,NA,23.72,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"both sexes were exposed, but the sample size appears to refer only to females, so I have reported longevity only for females",24,34.57,8.09,28,28,Y
Good,HUM319,2196,42,25B,Yali et al.,2012,Life history traits of Tetranycopsis horridus (Canestrini and Fanzago) (Acari: Tetranychidae) at three constant temperatures,10.1080/01647954.2011.633560,Tetranycopsis horridus,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM319_1,HUM319A,Reproduction,eggs per female,Parthenogenetic,NA,3,15,25,Table 2,NA,NA,NA,60,60,15,20,20,NA,3.4,2.82,20,20,20,NA,4,2.24,25,20,20,NA,4.35,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,4.35,1.83,20,20,N
Good,HUM319,2196,42,25B,Yali et al.,2012,Life history traits of Tetranycopsis horridus (Canestrini and Fanzago) (Acari: Tetranychidae) at three constant temperatures,10.1080/01647954.2011.633560,Tetranycopsis horridus,Tetranychidae,Arachnida,Arthropoda,Parthenogenetic,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM319_2,HUM319A,Longevity,longevity (days),Parthenogenetic,NA,3,15,25,Table 2,NA,NA,NA,60,60,15,20,20,NA,20.15,5.59,20,20,20,NA,17.55,2.32,25,20,20,NA,15.75,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15.75,2.86,20,20,N
Good,HUM323,2198,42,25B,Yanik & Unlu,2011,Influences of temperature and humidity on the life history parameters and prey consumption of Anthocoris minki Dohrn (Heteroptera: Anthocoridae),10.1007/s13355-011-0029-y,Anthocoris minki,Anthocoridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM323_1,HUM323A,Reproduction,eggs per female,Female,25,3,20,30,Table 3,NA,NA,NA,66,66,20,23,23,NA,276,169.77,25,28,28,NA,208.3,175.68,30,28,28,NA,132.1,87.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,208.3,175.68,28,28,Y
Good,HUM323,2198,42,25B,Yanik & Unlu,2011,Influences of temperature and humidity on the life history parameters and prey consumption of Anthocoris minki Dohrn (Heteroptera: Anthocoridae),10.1007/s13355-011-0029-y,Anthocoris minki,Anthocoridae,Insecta,Arthropoda,Female,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM323_2,HUM323B,Longevity,female,Female,25,3,20,30,Table 3,NA,NA,NA,66,66,20,20,20,NA,116,33.5,25,23,23,NA,115.1,35.5,30,23,23,NA,38.7,15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,115.1,35.5,23,23,Y
Good,HUM329,2203,42,25B,Zou et al.,2018,"Effect of temperature on development and reproduction of the carmine spider mite, Tetranychus cinnabarinus (Acari: Tetranychiae), fed on cassava leaves",10.1007/s10493-018-0241-3,Tetranychus cinnabarinus,Tetranychidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM329_1,HUM329A,Reproduction,eggs per female,Female,25,5,16,32,Table 3,NA,NA,NA,132,132,16,24,24,NA,19.7,12.69,20,33,33,NA,57.88,21.83,24,21,21,NA,76.24,29.1,28,26,26,NA,81.54,30.4,32,28,28,NA,40.43,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean +-SE at temperature level, SD calculated per group sample size (see sample deviation calculation sheet)",24,76.24,29.1,21,21,Y
Good,HUM329,2203,42,25B,Zou et al.,2018,"Effect of temperature on development and reproduction of the carmine spider mite, Tetranychus cinnabarinus (Acari: Tetranychiae), fed on cassava leaves",10.1007/s10493-018-0241-3,Tetranychus cinnabarinus,Tetranychidae,Arachnida,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (multiple generations),HUM329_2,HUM329A,Longevity,longevity (days),Female,25,5,16,32,Table 3,NA,NA,NA,132,132,16,24,24,NA,54.19,8.03,20,33,33,NA,39.72,8.56,24,21,21,NA,32.54,11.1,28,26,26,NA,28.22,5.35,32,28,28,NA,17.81,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean +-SE at temperature level, SD calculated per group sample size (see sample deviation calculation sheet)",24,32.54,11.1,21,21,Y
Good,HUM40,2031,39,18B,"Borowiak-Sobkowiak, 2017",2017,EFFECT OF TEMPERATURE ON THE BIOLOGICAL PARAMETERS OF APHIS CRACCIVORA (HEMIPTERA APHIDIDAE) ON ROBINIA PSEUDOACACIA,10.19263/REDIA-100.17.07,Apis craccivora,Apidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,HUM40_1,HUM40A,Longevity,Longevity (days),Female,NA,5,10,28,Table 1,NA,NA,NA,100,100,10,20,20,NA,61.1,3.8,15,20,20,NA,46.45,7.9,20,20,20,NA,43.55,4.3,25,20,20,NA,36.65,7.4,28,20,20,NA,23.95,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36.65,7.4,20,20,N
Good,HUM40,2031,39,18B,"Borowiak-Sobkowiak, 2017",2017,EFFECT OF TEMPERATURE ON THE BIOLOGICAL PARAMETERS OF APHIS CRACCIVORA (HEMIPTERA APHIDIDAE) ON ROBINIA PSEUDOACACIA,10.19263/REDIA-100.17.07,Apis craccivora,Apidae,Insecta,Arthropoda,Both sexes,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Constant,No,HUM40_2,HUM40B,Reproduction,Fecundity (Larvae produced per female),Female,NA,5,10,28,Table 1,NA,NA,NA,100,100,10,20,20,NA,20.45,2.6,15,20,20,NA,94.1,15.1,20,20,20,NA,114.8,17.8,25,20,20,NA,86.5,28.7,28,20,20,NA,73.75,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,86.5,28.7,20,20,N
Good,HUM54,2039,39,22B,"Chen et al., 2015b",2015,Temperature-and Relative Humidity-Dependent Life History Traits of Phenacoccus solenopsis (Hemiptera: Pseudococcidae) on Hibiscus rosa-sinensis (Malvales: Malvaceae,10.1093/ee/nvv085,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM54_1,HUM54A,Reproduction,Number of nymphs,Both sexes,NA,5,20,32.5,Table 9,NA,NA,NA,25,250,20,5,50,NA,268.6,12.9,25,5,50,NA,424.2,22.8,27.5,5,50,NA,424.2,25.3,30,5,50,NA,215.5,9.8,32.5,5,50,NA,197.2,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected from 60% humidity for temp. project (middle value),25,424.2,22.8,50,5,N
Good,HUM54,2039,39,22B,"Chen et al., 2015b",2015,Temperature-and Relative Humidity-Dependent Life History Traits of Phenacoccus solenopsis (Hemiptera: Pseudococcidae) on Hibiscus rosa-sinensis (Malvales: Malvaceae,10.1093/ee/nvv085,Phenacoccus solenopsis,Pseudococcidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM54_2,HUM54A,Longevity,Longevity in days,Female,NA,7,15,35,Table 7,NA,NA,NA,35,350,15,5,50,NA,53,2.5,20,5,50,NA,89.9,4.7,25,5,50,NA,49.7,4.7,27.5,5,50,NA,51.6,2.9,30,5,50,NA,31.3,2.23,32.5,5,50,NA,33.1,3.13,35,5,50,NA,46.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Collected from 60% humidity for temp. project (middle value),25,49.7,4.7,50,5,N
Good,HUM55,2040,39,24A,"Cherif et al., 2019",2019,Elucidating key biological parameters of Tuta absoluta on different host plants and under various temperature and relative humidity regimes,10.1127/entomologia/2019/0685,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Fluctuating,Yes (>4 days),HUM55_2,HUM55B,Longevity,Adult longevity in days,Both,NA,2,21,28,Table 3,NA,NA,NA,22,22,21,12,12,NA,11.33,13.23286817,28,10,10,NA,10.48,14.38836335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52% RH,28,10.48,14.38836335,10,10,N
Good,HUM55,2040,39,24A,"Cherif et al., 2019",2019,Elucidating key biological parameters of Tuta absoluta on different host plants and under various temperature and relative humidity regimes,10.1127/entomologia/2019/0685,Tuta absoluta,Gelechiidae,Insecta,Arthropoda,Females only,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,No,Fluctuating,Yes (>4 days),HUM55_5,HUM55B,Reproduction,Eggs per female,Female,NA,2,21,28,Table 3,NA,NA,NA,36,36,21,10,10,NA,6.38,15.68489719,28,26,26,NA,41.58,57.6189205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52% RH,28,41.58,57.6189205,26,26,N
Good,HUM58,2043,39,18A,"Choudhary et al., 2019",2019,Predicting the population growth potential of Bactrocera zonata (Saunders) (Diptera: Tephritidae) using temperature development growth models and their validation in fluctuating temperature condition,10.1007/s12600-019-00777-4,Bactrocera zonata,Tephritidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM58_1,HUM58A,Longevity,Longevity (days),Female,25,5,15,35,Table 1,NA,NA,NA,50,50,15,10,10,NA,135.04,11.62,20,10,10,NA,90.73,10.98,25,10,10,NA,58.15,7.04,30,10,10,NA,48.71,5.9,35,10,10,NA,28.99,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,58.15,7.04,10,10,Y
Good,HUM58,2043,39,18A,"Choudhary et al., 2019",2019,Predicting the population growth potential of Bactrocera zonata (Saunders) (Diptera: Tephritidae) using temperature development growth models and their validation in fluctuating temperature condition,10.1007/s12600-019-00777-4,Bactrocera zonata,Tephritidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,HUM58_3,HUM58C,Reproduction,Eggs per female,Female,25,5,15,35,Table 1,NA,NA,NA,50,50,15,10,10,NA,0,0,20,10,10,NA,91.14,7.34,25,10,10,NA,440.11,46.3,30,10,10,NA,280.16,27.21,35,10,10,NA,97.04,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,440.11,46.3,10,10,Y
Good,HUM68,2050,39,18A,"Costa-Lima et al., 2010",2010,Reproductive Activity and Survivorship of Liriomyza sativae (Diptera: Agromyzidae) at Different Temperatures and Relative Humidity Levels,10.1603/EN09209,Liriomyza sativae,Agromyzidae,Insecta,Arthropoda,Female,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM68_1,HUM68A,Longevity,Longevity (days),Female,25,7,18,32,Figure 1,NA,NA,NA,140,140,18,20,20,NA,25.46,15.92,20,20,20,NA,14.83,4.87,22,20,20,NA,13.09,3.89,25,20,20,NA,10.63,3.84,28,20,20,NA,10.63,2.24,30,20,20,NA,9.22,0.31,32,20,20,NA,6.98,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10.63,3.84,20,20,Y
Good,HUM68,2050,39,18A,"Costa-Lima et al., 2010",2010,Reproductive Activity and Survivorship of Liriomyza sativae (Diptera: Agromyzidae) at Different Temperatures and Relative Humidity Levels,10.1603/EN09209,Liriomyza sativae,Agromyzidae,Insecta,Arthropoda,Both sexes,Internal,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,HUM68_3,HUM68C,Reproduction,Number of eggs laid per female,Female,25,7,18,32,Figure 3,NA,NA,NA,140,140,18,20,20,NA,66.3,66.99,20,20,20,NA,64.73,58.67,22,20,20,NA,60.45,66.63,25,20,20,NA,90.6,59.75,28,20,20,NA,65.46,48.96,30,20,20,NA,69.84,60.99,32,20,20,NA,40.01,25.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,90.6,59.75,20,20,Y
